date,year,country,state,location,activity,injury,time,species,unnamed_21,unnamed_22,incident_date,month,decade,sex_clean,age_numeric,age_group,fatal,activity_group,incident_type
12-Jul-1916,1916,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell),"FATAL, thigh bitten",,3 m [10'] shark,,,,,1910,M,24,18–29,Yes,Swimming/Wading,Unprovoked
12-Jul-1916,1916,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,"FATAL, legs & torso bitten",A.M.,,,,,,1910,M,10,0–17,Yes,Swimming/Wading,Unprovoked
11-Jul-1916,1916,BAHAMAS,,50 miles off Bahamas,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats.,"FATAL. When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",,,,,,,1910,M,,Unknown,Yes,Boating,Sea disaster
08-Jul-1916,1916,SPAIN,Gran Canaria,Las Palmas,Diving,Survived,,,,,,,1910,M,,Unknown,No,Diving/Snorkeling,Unprovoked
07-Jul-1916,1916,PHILIPPINES,Luzon Island,"Olongapo Harbor, Subic Bay",Bathing,Right foot severed,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
06-Jul-1916,1916,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,FATAL,Afternoon,Thought to involve a 2.6 m [8.5'] white shark,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
01-Jul-1916,1916,USA,New Jersey,"Beach Haven, Ocean County",Swimming,"FATAL, left leg bitten",17h00,Thought to involve a 2.6 m [8.5'] white shark,,,,,1910,M,24,18–29,Yes,Swimming/Wading,Unprovoked
30-Jun-1916,1916,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,Heel bitten,,,,,,,1910,M,10,0–17,No,Swimming/Wading,Unprovoked
Reported 24-Jun-1916,1916,ATLANTIC OCEAN,,,Jumped overboard from Norwegian steamship Venator,Presumed FATAL,,,,,,,1910,M,,Unknown,Yes,Boating,Unprovoked
23-Jun-1916,1916,USA,Florida,,,Leg bitten by shark hooked shark PROVOKED INCIDENT,,,,,,,1910,M,26,18–29,No,Other/Unknown,Provoked
Reported 25-Apr-1916,1916,AUSTRALIA,New South Wales,Manley Beach,Swimming,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
03-Apr-1916,1916,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,FATAL,,,,,,,1910,M,17,0–17,Yes,Paddling,Unprovoked
19-Mar-1916,1916,AUSTRALIA,New South Wales,Curl Curl,Bathing,Minor lacerations to heel,15h30,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Reported 09-Dec-1915,1915,AUSTRALIA,Torres Strait,Thursday Island,Diving,"Arm severed, lacerations to thigh",,,,,,,1910,M,,Unknown,No,Diving/Snorkeling,Unprovoked
10-Nov-1915,1915,AUSTRALIA,Queensland,"Cabbage Tree Creek, Sandgate",Bathing,Severe bite to arm,,,,,,,1910,M,10,0–17,No,Swimming/Wading,Unprovoked
08-Nov-1914,1915,AUSTRALIA,New South Wales,Manly,Bathing,Severe lacerations to feet & ankles,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
03-Aug-1915,1915,USA,Florida,"St. Augustine, St Johns County",,Laceration to left leg,,,,,,,1910,M,,Unknown,No,Other/Unknown,Unprovoked
Reported 06-Jul-1915,1915,MEXICO,Tamaulipas,Tampico,Fishing,FATAL,,,,,,,1910,M,,Unknown,Yes,Fishing,Unprovoked
Reported 06-Jul-1915,1915,MEXICO,,Santa Maria Bar,Wading,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
Reported 15-May-1915,1915,EGYPT,,Alexandria,Fell overboard,Shark involvement not confirmed,,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Other/Unknown,Questionable
29-Mar-1915,1915,AUSTRALIA,Torres Strait,Near Thursday Island,Skin diving for trepang but at surface next to the boat,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",,3 m [10'] shark,,,,,1910,M,,Unknown,No,Surfing,Unprovoked
06-Feb-1915,1915,AUSTRALIA,Queensland,Wynnum-Manley,Swimming,Foot bitten,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
13-Jan-1915,1915,NEW ZEALAND,North Island,Otaki,Fishing,Death may have been due to drowning,,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Fishing,Questionable
01-Jan-1915,1915,AUSTRALIA,New South Wales,"Sirius Cove, Sydney Harbor",Bathing,FATAL,,,,,,,1910,M,17,0–17,Yes,Swimming/Wading,Unprovoked
Ca. 1915,1915,USA,Florida,"Soldier Key, Miami-Dade County",,"Fatal, drowning or scavenging",,"Reported to involve a 3.7 m [12'] shark, possibly a white shark",,,,,1910,M,,Unknown,Unknown,Other/Unknown,Questionable
Reported 04-Dec-1914,1914,AUSTRALIA,Queensland,Magnetic Island,Swimming,Lacerations to right thigh and knee,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
17-Oct-1914,1914,SAMOA,Apolima Strait,Opposite Apelima & Manona,Copra vessel with 19 on board was wrecked in a squall,Thigh bitten,,,,,,,1910,F,,Unknown,No,Other/Unknown,Sea disaster
Reported 26-Sep-1914,1914,JAMAICA,Kingston Parish,Port Royal,Fell overboard,FATAL,,"A 20' shark known as ""Old Tom""",,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
05-Sep-1914,1914,USA,Louisiana,Lake Pontchartrain,Swimming,FATAL,,,,,,,1910,M,17,0–17,Yes,Swimming/Wading,Unprovoked
Reported 15-Jul-1914,1914,CROATIA,Zadar County,Biograd na moru,Washing clothes,"No injury, shark grabbed clothes",,1.5 m [5'] shark,,,,,1910,F,,Unknown,No,Other/Unknown,Unprovoked
Reported 09-Jul-1914,1914,USA,Louisiana,New Orleans,Fishing,PROVOKED INCIDENT Legs severed by shark entangled in his net,,,,,,,1910,M,,Unknown,No,Fishing,Provoked
07-Jul-1914,1914,CROATIA,Primorje-Gorski Kotar County,Rijeka,,"No injury, shark nudged raft and circled for 2 hrs.",,6 m shark,,,,,1910,M,,Unknown,No,Other/Unknown,Unprovoked
13-Jun-1914,1914,MONTENEGRO,Adriatic Sea,Between St. Stjepan and Budva,Fishing boat,"No injury, shark bit paddle and stern of boat",07h00,,,,,,1910,M,,Unknown,No,Fishing,Watercraft
10-Jun-1914,1914,AUSTRALIA,Victoria,Sandringham,Bathing,FATAL,Afternoon,,,,,,1910,M,43,30–44,Yes,Swimming/Wading,Unprovoked
31-May-1914,1914,NEW CALEDONIA,South Province,Noumea,Swimming ashore from swamped 13-ft boat,FATAL x 2,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Sea disaster
14-May-1914,1914,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,PROVOKED INCIDENT Lacerations to right hand by hooked shark,Afternoon,3' shark,,,,,1910,F,,Unknown,No,Fishing,Provoked
Reported 14-Mar-1914,1914,USA,Florida,"St. Augustine, St Johns County",Swimming,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Swimming/Wading,Questionable
Reported 10-Mar-1914,1914,GUYANA,Essequibo,Essequibo River Mouth,Boat swamped,FATAL,,,,,,,1910,M,,Unknown,Yes,Boating,Sea disaster
03-Mar-1914,1914,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks,FATAL,,,,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
Reported 09-Feb-1914,1914,AUSTRALIA,South Australia,Marion Bay,Wading,Lacerations to foot,,said to involve a tiger shark,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
  03-Feb-1914,1914,AUSTRALIA,New South Wales,Paramatta River,Canoeing,Lacerations to arms,,,,,,,1910,M,,Unknown,No,Paddling,Unprovoked
Reported 17-Jan-1914,1914,AUSTRALIA,Queensland,Brisbane,Wading,Laceration to leg,,,,,,,1910,F,,Unknown,No,Swimming/Wading,Unprovoked
1914,1914,SOUTH AFRICA,KwaZulu-Natal,Durban,,No details,,,,,,,1910,F,,Unknown,Unknown,Other/Unknown,Unprovoked
Reported 30-Dec-1913,1913,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,,13' shark,,,,,1910,Unknown,,Unknown,No,Fishing,Provoked
Reported 26-Dec-1913,1913,CUBA,,off Neuvitas,,FATAL,,,,,,,1910,M,,Unknown,Yes,Other/Unknown,Sea disaster
27-Nov-1913,1913,NIGERIA,Lagos,Lagos,Boat swamped,FATAL,,,,,,,1910,M,,Unknown,Yes,Boating,Unprovoked
21-Nov-1913,1913,AUSTRALIA,Queensland,"Sandgate Jetty, Brisbane",Swimming,Calf severely bitten; leg surgically amputated,,,,,,,1910,M,12,0–17,No,Swimming/Wading,Unprovoked
21-Sep-1913,1913,USA,Florida,"West Palm Beach, Palm Beach County",,Major injuries but survived,,Said to involve a 2.4 m [8'] hammerhead shark,,,,,1910,M,,Unknown,No,Other/Unknown,Unprovoked
03-Sep-1913,1913,CROATIA,Istria County,Pula,,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,,2 m shark,,,,,1910,M,,Unknown,No,Other/Unknown,Provoked
Reported 27-Aug-1913,1913,USA,New Jersey,"Lavalette, Ocean County",,Man's leg recovered from 800-lb shark,,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Other/Unknown,Questionable
Reported 27-Aug-1913,1913,USA,New Jersey,"Spring Lake, Monmouth County",,Female foot recovered from shark,,Shark involvement prior to death unconfirmed,,,,,1910,F,,Unknown,Unknown,Other/Unknown,Questionable
26-Aug-1913,1913,ITALY,Trieste,,,Human casualties,,Shark involvement prior to death unconfirmed,,,,,1910,Unknown,,Unknown,Unknown,Other/Unknown,Questionable
12-July-1913,1913,USA,South Carolina,Charleston,,FATAL,,,,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
Reported 10-Jul-1913,1913,COSTA RICA,,Port Limon,Swimming,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
21-May-1913,1913,USA,Florida,"John's Pass, Pinellas County",Fishing,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",,,,,,,1910,M,,Unknown,No,Fishing,Provoked
02-May-1913,1913,AUSTRALIA,New South Wales,,Hauling in net,Lacerations to thigh by netted shark PROVOKED INCIDENT,,,,,,,1910,M,,Unknown,No,Other/Unknown,Provoked
27-Mar-1913,1913,SAMOA,Upolu Island,Apia Harbor,,Leg severed,,,,,,,1910,M,,Unknown,No,Other/Unknown,Unprovoked
Jan-1913,1913,AUSTRALIA,Torres Strait,Thursday Island,Diving,"Head, neck & left shoulder bitten",,Tiger shark,,,,,1910,M,,Unknown,No,Diving/Snorkeling,Unprovoked
1913,1913,REUNION,Saint-Denis,Barachoise bridge,Swimming after his hat,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
1913,1913,REUNION,5aint-Denis,Barachois,Swimming,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
1913,1913,AUSTRALIA,Victoria,Brighton,,Arm severed,,,,,,,1910,M,,Unknown,No,Other/Unknown,Unprovoked
Reported 30-Nov-1912,1912,PHILIPPINES,,,Swimming from foundered vessel,FATAL,,,,,,,1910,F,19,18–29,Yes,Swimming/Wading,Sea disaster
30-Aug-1912,1912,USA,Georgia,"Tybee Island, Chatham County",Swimming,FATAL,,,,,,,1910,M,12,0–17,Yes,Swimming/Wading,Unprovoked
23-Jul-1912,1912,USA,South Carolina,Sullivan's Island,Swimming,Toes severed,Afternoon,8' shark,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Reported 06-Jul-1912,1912,SOLOMON ISLANDS,Central Province,Savo,Bathing,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
04-May-1912,1912,SOUTH AFRICA,KwaZulu-Natal,Durban,,,,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Other/Unknown,Questionable
18-Mar-1912,1912,NEW ZEALAND,North Island,Takapuna,Swimming,"""Slight laceration to leg""",,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
22-Feb-1912,1912,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT",,,,,,,1910,M,,Unknown,No,Diving/Snorkeling,Provoked
19-Feb-1912,1912,AUSTRALIA,New South Wales,Coogee,Swimming,Left calf & heel bitten,16h00,,,,,,1910,M,18,18–29,No,Swimming/Wading,Unprovoked
03-Feb-1912,1912,NEW CALEDONIA,South Province,Noumea,Swimming,Left shoulder & both legs bitten,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
26-Jan-1912,1912,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney",Swimming,FATAL,15h00,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",,,,,1910,M,21,18–29,Yes,Swimming/Wading,Unprovoked
Reported 13-Jan-1912,1912,FIJI,Viti Levu group,Beqa,Washed overboard,FATAL,,,,,,,1910,M,7,0–17,Yes,Other/Unknown,Unprovoked
06-Jan-1912,1912,AUSTRALIA,New South Wales,Sydney Harbor,,Thigh & lower abdomen severely bitten,,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley, reported as C. obscurus by R. Steel",,,,,1910,M,,Unknown,No,Other/Unknown,Unprovoked
01-Jan-1912,1912,AUSTRALIA,Queensland,Ross Creek,Bathing,FATAL,Morning,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
1912,1912,SPAIN,Balearics,Isla Cabrera,Fell into the water,FATAL,,White shark,,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
08-Nov-1911,1911,USA,Florida,"Pensacola Bay, Escambia County",,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Other/Unknown,Questionable
26-Oct-1911,1911,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,FATAL,,,,,,,1910,M,,Unknown,Yes,Boating,Unprovoked
25-Oct-1911,1911,AUSTRALIA,Queensland,Great Barrier Reef,Diving,Calves bitten,Evening,,,,,,1910,M,23,18–29,No,Diving/Snorkeling,Unprovoked
23-Sep-1911,1911,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,FATAL,Early morning,,,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
20-Sep-1911,1911,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
17-Sep-1911,1911,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,Left arm & thigh bitten,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Reported 31-Jul-1911,1911,SPAIN,Málaga,Ceuta,Bathing,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
Reported 16-Jul-1911,1911,USA,Delaware,Delaware Lightship,Fishing,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",,,,,,,1910,M,,Unknown,No,Fishing,Provoked
09-May-1911,1911,SOUTH AFRICA,Western Cape Province,Victoria Bay,Bathing,"FATAL, partial remains recovered","""Early evening""",,,,,,1910,M,64,60+,Yes,Swimming/Wading,Unprovoked
Reported 01-May-1911,1911,USA,Texas,"Rockport, Aransas County",Fishing,Bitten on left leg by hooked shark PROVOKED INCIDENT,,5' shark,,,,,1910,M,,Unknown,No,Fishing,Provoked
01-May-1911,1911,SOUTH AFRICA,Western Cape Province,Victoria Bay,Swimming,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
Reported 08-Apr-1911,1911,NEW ZEALAND,Chatham Islands,,Fishing,"No injury to occupants, shark bit boat",,,,,,,1910,Unknown,,Unknown,No,Fishing,Watercraft
Reported 29-Mar-1911,1911,AUSTRALIA,Torres Strait,Thursday Island,Swimming,FATAL,,,,,,,1910,M,,Unknown,Yes,Swimming/Wading,Unprovoked
04-Jan-1911,1911,AUSTRALIA,Western Australia,Off Legendre Island,3-masted steel barque Glenbank foundered during a cyclone,Minor injuries,,,,,,,1910,M,22,18–29,No,Other/Unknown,Sea disaster
1911,1911,USA,Texas,"Texas City, Galveston",Swimming,Minor injury to feet,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Ca. 1911,1911,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",Fishing,FATAL,,,,,,,1910,M,50,45–59,Yes,Fishing,Unprovoked
Reported 25-Dec-1910,1910,CROATIA,Primorje-Gorski Kotar County,Rijeka,,FATAL?,,Questionable,,,,,1910,M,,Unknown,Unknown,Other/Unknown,Questionable
Reported 23-Dec-1910,1910,AUSTRALIA,Western Australia,Fremantle,Shipwrecked pearling schooner,FATAL,,,,,,,1910,M,,Unknown,Yes,Boating,Sea disaster
28-Nov-1910,1910,NORTH ATLANTIC OCEAN,Georges Bank,,Fishing,Right hand severely bitten by netted shark PROVOKED INCIDENT,,Angel shark,,,,,1910,M,,Unknown,No,Fishing,Provoked
24-Nov-1910,1910,AUSTRALIA,Queensland,Mackay,Bathing,Foot bitten,,Said to involve 9' blue shark,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Reported 25-Jun-1910,1910,MEXICO,,LaBarra,Swimming,Leg bitten,,,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Reported 08-Jun-1910,1910,MOZAMBIQUE,Zambesi River,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore","FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",,,,,,,1910,Unknown,,Unknown,Yes,Swimming/Wading,Sea disaster
Reported 16-May-1910,1910,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",Presumed drowned & bodies taken by sharks,,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Boating,Questionable
31-Mar-1910,1910,PANAMA,Colón Province,Cristobal,Fell overboard from USS cruiser Tacoma,FATAL,,,,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
08-Mar-1910,1910,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",Swimming,Lacerations to foot,Evening,6' shark,,,,,1910,M,,Unknown,No,Swimming/Wading,Unprovoked
Mar-1910,1910,USA,Hawaii,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",No injury,,Invalid,,,,,1910,M,,Unknown,Unknown,Diving/Snorkeling,Questionable
  16-Feb-1910,1910,AUSTRALIA,Western Australia,Bunbury,Surf bathing,"Shoulder, back & leg bitten",Night,5.5' to 6' shark,,,,,1910,M,,Unknown,No,Surfing,Unprovoked
26-Jan-1910,1910,AUSTRALIA,New South Wales,Newcastle Harbor,,FATAL,,,,,,,1910,M,,Unknown,Yes,Other/Unknown,Unprovoked
1910,1910,USA,Hawaii,"Hilo, Hawai'i","Fishing, thrown into water by heavy sea, clinging to rocks at the water line","Body bitten by shark/s, but death may have been due to drowning",,Shark involvement prior to death unconfirmed,,,,,1910,M,,Unknown,Unknown,Fishing,Questionable
1910,1910,PHILIPPINES,Luzon Island,"Polinao Point, Manila",Swimming,"Calf removed, not known if he survived",,6 m [20'] shark,,,,,1910,M,,Unknown,Unknown,Swimming/Wading,Unprovoked
Reported 26-Nov-1909,1909,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County",,Severe lacerations to arm,,,,,,,1900,M,,Unknown,No,Other/Unknown,Unprovoked
Reported 15-Dec-1909,1909,AUSTRALIA,New South Wales,20 miles off Sydney,Fell overboard,FATAL,,,,,,,1900,M,,Unknown,Yes,Other/Unknown,Unprovoked
05-Dec-1909,1909,AUSTRALIA,New South Wales,Bondi,Fishing,3 fingers bitten by hooked shark PROVOKED INCIDENT,,7' shark,,,,,1900,M,,Unknown,No,Fishing,Provoked
14-Nov-1909 to 19-Nov-1909,1909,INDONESIA,30 nm from Singapore,Rhio Strait,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a “shoal of sharks circled passengers in the water and dragged scores of people to their deaths” Of the 61 survivors, many were injured by sharks",,,,,,,1900,Unknown,,Unknown,Yes,Boating,Sea disaster
Reported 04-Sep-1909,1909,USA,Delaware,"Lewes, Sussex County",Seine netting,Abrasion to leg from netted shark PROVOKED INCIDENT,,5' shark,,,,,1900,M,,Unknown,No,Other/Unknown,Provoked
13-Aug-1909,1909,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,FATAL,,,,,,,1900,M,,Unknown,Yes,Fishing,Unprovoked
24-Jul-1909,1909,USA,New York,Rockaway,Fell overboard while fishing for sharks,Right leg bitten,Afternoon,,,,,,1900,M,,Unknown,No,Fishing,Unprovoked
15-Jul-1909,1909,USA,Florida,"Panama City, Bay County",Swimming,Hip & thigh lacerated,,,,,,,1900,M,16,0–17,No,Swimming/Wading,Unprovoked
Reported 26-Jun-1909,1909,MEXICO,Guerrero,Zacatula,Bathing,FATAL,,,,,,,1900,F,,Unknown,Yes,Swimming/Wading,Unprovoked
26-Jun-1909,1909,SOUTH AFRICA,Western Cape Province,Cape Town,,Remains of soldier in uniform. Probable drowning & scavenging,,18-foot shark,,,,,1900,M,,Unknown,Yes,Other/Unknown,Unprovoked
18-Jun-1909,1909,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane","1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909","FATAL, only his legs, still in sea-boots, were recovered",,,,,,,1900,M,,Unknown,Yes,Other/Unknown,Sea disaster
Reported 27-Apr-1909,1909,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",Fishing,Shark knocked him down after he grabbed it by the tail. No injury. PROVOKED INCIDENT,,,,,,,1900,M,,Unknown,No,Fishing,Provoked
10-Apr-1909,1909,USA,Hawaii,"Pa'uwela, Maui",Reported swept away by waves while gathering opihi,Search party saw a large shark devour what appeared to be part of her body,,Questionable,,,,,1900,F,19,18–29,Unknown,Other/Unknown,Questionable
Reported 09-Apr-1909,1909,TUNISIA,Sfax,,Diving (Helmet) for sponges,FATAL,,,,,,,1900,M,,Unknown,Yes,Diving/Snorkeling,Unprovoked
06-Mar-1909,1909,SOUTH AFRICA,South Atlantic Ocean,Possession Island,Wreck of the 1308-ton Norwegian ship Auckland,FATAL,,,,,,,1900,F,,Unknown,Yes,Boating,Sea disaster
17-Jan-1909,1909,,,Near the equator,Jumped overboard,FATAL,,Questionable,,,,,1900,M,36,30–44,Unknown,Other/Unknown,Questionable
